,authors,nom,prenom,rank_author,title,year,sex
36,Talel Abdessalem,Abdessalem,Talel,2,Un Modèle de Factorisation de Poisson pour la Recommandation de Points dIntérêt.,2017,UKN
35,Talel Abdessalem,Abdessalem,Talel,2,L&apos;exploitation de données contextuelles pour la recommandation d&apos;hôtels.,2018,UKN
1314,Tao-Yuan Jen,Jen,Tao-Yuan,7,DBFrequentQueries - Extraction de requêtes fréquentes.,2009,Female
629,Tarek Benkhelif,Benkhelif,Tarek,2,Anonymiser des données multidimensionnelles à laide du coclustering.,2017,Male
630,Tarek Hamrouni,Hamrouni,Tarek,2,Algorithmes d&apos;extraction et d&apos;interrogation d&apos;une représentation concise exacte des motifs corrélés rares - Application à la détection d&apos;intrusions.,2012,Male
632,Tarek Hamrouni,Hamrouni,Tarek,2,CND-Cube - Nouvelle représentation concise sans perte d&apos;information d&apos;un cube de données.,2010,Male
634,Tarek Hamrouni,Hamrouni,Tarek,2,Vers une plate-forme interactive pour la visualisation de grands ensembles de règles d&apos;association.,2007,Male
631,Tarek Yahiaoui,Yahiaoui,Tarek,2,Analyse spatiotemporelle des vecteurs de mouvement - application au comptage des personnes.,2011,Male
167,Tarn Duong,Duong,Tarn,4,Mean-shift - Clustering scalable et distribué.,2018,UKN
1238,Tassadit Bouadi,Bouadi,Tassadit,1,Requêtes Skyline avec prise en compte des préférences utilisateurs pour des données volumineuses.,2010,UKN
1498,Teddy Turmeaux,Turmeaux,Teddy,2,Réduction du coût d&apos;évaluation d&apos;une règle relationnelle.,2004,Male
1200,Teh Amouh,Amouh,Teh,1,Un modèle d&apos;extraction de masses de croyance à partir de probabilités à postériori pour une amélioration des performances en classification supervisée.,2010,Female
1327,Thanh-Nghi Do,Do,Thanh-Nghi,1,Fouille de grands ensembles de données avec un boosting de Proximal SVM.,2004,Male
1326,Thanh-Nghi Do,Do,Thanh-Nghi,1,Classification de grands ensembles de données avec un nouvel algorithme de SVM.,2007,Male
1325,Thanh-Nghi Do,Do,Thanh-Nghi,1,Algorithmes rapides de boosting de SVM.,2008,Male
1324,Thanh-Nghi Do,Do,Thanh-Nghi,1,Un nouvel algorithme de forêts aléatoires d&apos;arbres obliques particulièrement adapté à la classification de données en grandes dimensions.,2009,Male
952,Thi-Bich-Hanh Dao,Dao,Thi-Bich-Hanh,1,Une approche en programmation par contraintes pour la classification non supervisée.,2013,UKN
1571,Thierno Tounkara,Tounkara,Thierno,4,Evolution des connaissances et innovation - Application à une technologie laser à l&apos;Onera.,2001,Male
1090,Thierry Artières,Artières,Thierry,2,Optimisation du Primal pour les SVM.,2008,Male
1094,Thierry Artières,Artières,Thierry,3,Un système d&apos;aide à la navigation dans des hypermédias.,2005,Male
1095,Thierry Artières,Artières,Thierry,4,Apprentissage de comportements utilisateurs de produits hypermédias.,2003,Male
1083,Thierry Despeyroux,Despeyroux,Thierry,4,Un algorithme de classification automatique pour des données relationnelles multivues.,2012,Male
1091,Thierry Despeyroux,Despeyroux,Thierry,1,Extraction d&apos;entités dans des collections évolutives.,2007,Male
1084,Thierry Dhorne,Dhorne,Thierry,2,Classification spatiale par contrôle de l&apos;agrégation.,2012,Male
1093,Thierry Laugier,Laugier,Thierry,3,Fouille de données spatiales. Approche basée sur la programmation logique inductive.,2006,Male
1092,Thierry Paquet,Paquet,Thierry,3,Extraction automatique de champs numériques dans des documents manuscrits.,2006,Male
1089,Thierry Urruty,Urruty,Thierry,3,Analyse globale du flux optique pour la détection d&apos;évènements dans une scène de foule.,2010,Male
1087,Thierry Urruty,Urruty,Thierry,3,Analyse spatiotemporelle des vecteurs de mouvement - application au comptage des personnes.,2011,Male
1086,Thierry Urruty,Urruty,Thierry,3,Reconnaissance d&apos;actions par modélisation du mouvement.,2011,Male
1085,Thierry Urruty,Urruty,Thierry,3,MuMIE - Une approche automatique pour l&apos;interopérabilité des métadonnées.,2011,Male
572,Thomas Baudel,Baudel,Thomas,1,"Challenges and Opportunities in HCI, Visual Analytics and Knowledge Management for the development of Sustainable Cities.",2015,Male
575,Thomas Bourquard,Bourquard,Thomas,4,Vers une mesure de similarité pour les séquences complexes.,2013,Male
574,Thomas Bourquard,Bourquard,Thomas,1,Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli.,2013,Male
576,Thomas Burger,Burger,Thomas,2,Modèle de supervision d&apos;interactions non-intrusif basé sur les ontologies.,2012,Male
577,Thomas Bärecke,Bärecke,Thomas,1,Prise en compte du réseau de sources pour la fusion d&apos;informations.,2011,Male
578,Thomas Cerqueus,Cerqueus,Thomas,1,Mesures d&apos;hétérogénéité sémantique dans les systèmes P2P non-structurés.,2011,Male
573,Thomas Dietenbeck,Dietenbeck,Thomas,1,A Framework for Mesh Segmentation and Annotation using Ontologies.,2015,Male
571,Thomas Guyet,Guyet,Thomas,3,Extraction de chroniques discriminantes.,2017,Male
570,Thomas Tamisier,Tamisier,Thomas,3,Faciliter les contributions personnelles pour préserver la mémoire des événements historiques.,2017,Male
1515,Tiphaine Accary,Accary,Tiphaine,1,Modélisation de connaissances temporelles en archéologie.,2003,Female
1293,Tomàs Aluja-Banet,Aluja-Banet,Tomas,1,Assessing the uncertainty in knn Data Fusion.,2009,Male
975,Toon Calders,Calders,Toon,3,Vers une mesure de similarité pour les séquences complexes.,2013,Female
1370,Trinh Minh Tri Do,Minh,Trinh,1,Optimisation du Primal pour les SVM.,2008,Female
1474,Tuyet-Tram Dang-Ngoc,Dang-Ngoc,Tuyet-Tram,1,Classifying XML Materialized views for their maintenance on distributed Web sources.,2005,Female
1406,Valentina Ceausu,Ceausu,Valentina,1,Fouille de textes pour orienter la construction d&apos;une ressource terminologique.,2005,Female
1405,Valentina Ceausu,Ceausu,Valentina,1,Reconnaissance automatique de concepts à partir d&apos;une ontologie.,2006,Female
1404,Valentina Ceausu,Ceausu,Valentina,1,Alignement de ressources sémantiques à partir de règles.,2007,Female
1483,Valérie Beaudouin,Beaudouin,Valerie,1,Mesurer les usages d&apos;Internet.,2004,Female
671,Vincent Besson,Besson,Vincent,1,To initiate a corporate memory with a knowledge compendium - ten years of learning from experience with the Ardans method.,2015,Male
672,Vincent Claveau,Claveau,Vincent,1,Agrégation de sac-de-sacs-de-mots pour la recherche d&apos;information par modèles vectoriels.,2014,Male
673,Vincent Claveau,Claveau,Vincent,1,Clustering de données relationnelles pour la structuration de flux télévisuels.,2014,Male
680,Vincent Derozier,Derozier,Vincent,2,Tendances dans les expressions de gènes - application à l&apos;analyse du transcriptome de Plasmodium Falciparum.,2005,Male
674,Vincent Labatut,Labatut,Vincent,2,Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter.,2014,Male
677,Vincent Lemaire,Lemaire,Vincent,2,Une nouvelle stratégie d&apos;apprentissage Bayésienne.,2010,Male
679,Vincent Lemaire,Lemaire,Vincent,2,Apprentissage actif d&apos;émotions dans les dialogues Homme-Machine.,2007,Male
676,Vincent Levorato,Levorato,Vincent,3,Acquisition de structures lexico-sémantiques à partir de textes - un nouveau cadre de travail fondé sur une structuration prétopologique.,2011,Male
675,Vincent Levorato,Levorato,Vincent,4,Exploitation de l&apos;asymétrie entre termes pour l&apos;extraction automatique de taxonomies à partir de textes.,2012,Male
643,Violaine Antoine,Antoine,Violaine,1,Classification évidentielle avec contraintes d&apos;étiquettes.,2015,Female
1475,Virginie Sans,Sans,Virginie,2,Classifying XML Materialized views for their maintenance on distributed Web sources.,2005,Female
317,Véronique Delcroix,Delcroix,Veronique,2,Réseau bayésien pour la gestion de l&apos;obsolescence dans une base d&apos;informations en vue de l&apos;évaluation du risque de chute des personnes âgées.,2018,Female
318,Véronique Giudicelli,Giudicelli,Veronique,1,IMGT-ONTOLOGY - gestion et découverte de connaissances au sein d&apos;IMGT.,2003,Female
1573,Walid Mahdi,Mahdi,Walid,3,Script alignment based video retrieval.,2001,Male
1291,Wassim Khaskhoussi,Khaskhoussi,Wassim,3,Le logiciel SYR pour l&apos;analyse de données symboliques.,2009,UKN
668,William Correa Beltran,Correa,William,1,Prédiction de valeurs manquantes dans les bases de données - Une première approche fondée sur la notion de proportion analogique.,2014,Male
667,William Correa Beltran,Correa,William,1,Découverte de proportions analogiques dans les bases de données - une première approche.,2015,Male
1001,Willy Allègre,Allègre,Willy,1,Modèle de supervision d&apos;interactions non-intrusif basé sur les ontologies.,2012,Male
263,Xavier Aimé,Aimé,Xavier,1,Gradients de prototypicalité conceptuelle et lexicale - une contribution à la pragmatisation des ontologies de domaine.,2008,Male
264,Xavier Denis,Denis,Xavier,1,Approche innovante pour la recherche et l&apos;extraction coopérative et dynamique d&apos;informations sur Internet.,2004,Male
262,Xavier Dolques,Dolques,Xavier,1,Analyse Relationnelle de Concepts pour l&apos;exploration de données relationnelles.,2013,Male
261,Xavier Mazur,Mazur,Xavier,2,Propositions pour améliorer une méthode de prédiction du succès d&apos;une campagne de financement participatif.,2018,Male
495,Xinyu Wang,Wang,Xinyu,2,Classification ascendante hiérarchique à noyaux et une application aux données textuelles.,2017,UKN
1144,Yahia Lebbah,Lebbah,Yahia,2,Optimisation de l&apos;extraction de l&apos;alignment des ontologies avec la contrainte de différence.,2011,UKN
1375,Yahya Slimani,Slimani,Yahya,3,Approche hybride de classification supervisée à base de treillis de Galois - application à la reconnaissance de visages.,2008,Female
554,Yakoub Salhi,Salhi,Yakoub,4,Une approche logique pour la fouille de règles dassociation.,2017,UKN
602,Yann Dauxais,Dauxais,Yann,1,Extraction de chroniques discriminantes.,2017,Male
1319,Yannick Prié,Prié,Yannick,2,MUSETTE - a framework for knowledge capture from experience.,2004,Male
1317,Yannick Toussaint,Toussaint,Yannick,2,Construction d&apos;ontologie à partir de corpus de textes.,2007,Male
1318,Yannick Toussaint,Toussaint,Yannick,2,Hiérarchisation des règles d&apos;association en fouille de textes.,2005,Male
1316,Yannick Toussaint,Toussaint,Yannick,4,"Taaable - système de recherche et de création, par adaptation, de recettes de cuisine.",2009,Male
1141,Yassine Benabbas,Benabbas,Yassine,1,Analyse globale du flux optique pour la détection d&apos;évènements dans une scène de foule.,2010,Male
1139,Yassine Benabbas,Benabbas,Yassine,1,Reconnaissance d&apos;actions par modélisation du mouvement.,2011,Male
1140,Yassine Benabbas,Benabbas,Yassine,1,Analyse spatiotemporelle des vecteurs de mouvement - application au comptage des personnes.,2011,Male
1510,Yeow Wei Choong,Wei,Yeow,1,Résumé de cubes de données multidimensionnelles à l&apos;aide de règles floues.,2004,Female
867,Yoan Chabot,Chabot,Yoan,1,Reconstruction et analyse sémantique de chronologies cybercriminelles.,2014,Male
315,Yoanne Didry,Didry,Yoanne,3,Prédiction du Rayonnement Solaire par Apprentissage Automatique.,2018,Female
937,Youcef Bouziane,Bouziane,Youcef,3,Accélération de la méthode des K plus proches voisins pour la catégorisation de textes.,2013,Male
1180,Younès Bennani,Bennani,Younes,2,Apprendre les contraintes topologiques dans les cartes auto-organisatrices.,2011,Male
1185,Younès Bennani,Bennani,Younes,2,Un algorithme de classification topographique non supervisée à deux niveaux simultanés.,2008,Male
1184,Younès Bennani,Bennani,Younes,2,Exploration de données de traçabilité issues de la RFID par apprentissage non-supervisé.,2009,Male
1183,Younès Bennani,Bennani,Younes,2,Comparaisons structurelles de grandes bases de données par apprentissage non-supervisé.,2010,Male
1181,Younès Bennani,Bennani,Younes,2,Visualisation de l&apos;intra et inter structure des groupes en classification non supervisée.,2011,Male
1545,Youssef Chahir,Chahir,Youssef,1,Indexation d&apos;images utilisant une segmentation par ensembles de niveaux.,2002,Male
1544,Youssef Chahir,Chahir,Youssef,2,Détection des régions de couleur de peau dans l&apos;image.,2003,Male
1312,Yudi Augusta,Augusta,Yudi,4,DBFrequentQueries - Extraction de requêtes fréquentes.,2009,Female
861,Yves Caron,Caron,Yves,1,Caractérisation d&apos;une région d&apos;intérêt dans les images.,2005,Male
856,Yves Chiricota,Chiricota,Yves,2,Visualisation de graphes avec Tulip - exploration interactive de grandes masses de données en appui à la fouille de données et à l&apos;extraction de connaissances.,2007,Male
865,Yves Kodratoff,Kodratoff,Yves,1,Applications de l&apos;apprentissage automatique et de la fouille de données.,2001,Male
858,Yves Kodratoff,Kodratoff,Yves,2,Combinaison de l&apos;approche inductive (progressive) et linguistique pour l&apos;étiquetage morphosyntaxique des corpus de spécialité.,2006,Male
860,Yves Kodratoff,Kodratoff,Yves,3,Logiciel d&apos;aide à l&apos;étiquetage morpho-syntaxique de textes de spécialité.,2005,Male
862,Yves Kodratoff,Kodratoff,Yves,3,"ETIQ, un étiqueteur inductif convivial pour les corpus de spécialité.",2004,Male
864,Yves Kodratoff,Kodratoff,Yves,2,Evaluation de la résistance au bruit de quelques mesures d&apos;extraction de règles d&apos;association.,2002,Male
852,Yves Laprie,Laprie,Yves,2,Méthodologie 3-way d&apos;extraction d&apos;un modèle articulatoire de la parole à partir des données d&apos;un locuteur.,2014,Male
853,Yves Lechevallier,Lechevallier,Yves,3,Un algorithme de classification automatique pour des données relationnelles multivues.,2012,Male
859,Yves Lechevallier,Lechevallier,Yves,2,Utilisation de métadonnées pour l&apos;aide à l&apos;interprétation de classes et de partitions.,2006,Male
857,Yves Lechevallier,Lechevallier,Yves,2,Evaluation d&apos;une approche de classification conceptuelle.,2007,Male
855,Yves Lechevallier,Lechevallier,Yves,2,Web Content Data Mining - la classification croisée pour l&apos;analyse textuelle d&apos;un site Web.,2008,Male
854,Yves Lechevallier,Lechevallier,Yves,2,Détermination du nombre des classes dans l&apos;algorithme CROKI de classification croisée.,2009,Male
863,Yves Roos,Roos,Yves,3,Modèles de données semi-structurées et contraintes d&apos;inclusion.,2003,Male
1030,Zahi Jarir,Jarir,Zahi,4,Représentations de services web - impact sur la découverte et la recommandation.,2012,Female
1415,Zahra Kebaili,Kebaili,Zahra,2,Apprentissage de la structure des réseaux bayésiens à partir des motifs fréquents corrélés - application à l&apos;identification des facteurs environnementaux du cancer du Nasopharynx.,2006,Female
645,Zaia Alimazighi,Alimazighi,Zaia,4,Une Plateforme ETL parallèle et distribuée pour l&apos;intégration de données massives.,2015,Female
407,Zaineb Chelly Dagdia,Chelly,Zaineb,1,Nouveau Modèle de Sélection de Caractéristiques basé sur la Théorie des Ensembles Approximatifs pour les Données Massives.,2018,UKN
690,Zakaria Boulouard,Boulouard,Zakaria,1,XEWGraph - Outil de Visualisation et Analyse des Hypergraphes pour un Système d&apos;Intelligence Economique.,2015,UKN
